                2012                   2                   1                   4                   7                   1                  12                   2                   2                   0                   2                  -1                  -1                  -1                  35                   1                  -1                   2                   2                6970                   1                  42                  14                   1                68.6
                2012                   1                   1                   3                   2                   1                  12                   2                   2                  16                   3                   3                   2                   2                  36                   1                  -1                   2                   1                7870                   3                  62                  18                   4                91.4
                2012                   1                   1                   4                   2                   1                  12                   2                   2                   0                   1                  -1                  -1                  -1                  37                   1                  -1                   2                   1                9370                   3                  52                  11                   1                25.4
                2012                   2                   2                   4                   2                   1                  12                   2                   2                   0                   2                  -1                  -1                  -1                  38                   1                  -1                   2                   2                8270                   5                  49                  12                   1                40.8
                2012                   2                   3                   5                   2                   1                  12                   2                   2                   0                   1                   3                   2                   1                  39                   2                  -1                   2                   2                7970                   5                  27                  17                   3                56.1
                2012                   2                   2                   5                   2                   1                  12                   2                   2                   0                   2                  -1                  -1                  -1                  40                   1                  -1                   2                   2                3960                   5                  30                  14                   1                58.9
                2012                   2                   3                   6                   0                   2                  12                   2                   1                   8                   3                   3                   2                   1                  41                   1                  -1                   2                   2                6570                   1                  29                  18                   4                76.9
                2012                   2                   1                   3                   2                   1                   0                   0                   0                   0                   2                  -1                  -1                  -1                  42                   5                  -1                   2                   2                9999                   3                  69                  14                   1                54.3
                2012                   2                   1                   4                   2                   1                  12                   2                   2                   0                   2                   2                   2                   2                  43                   1                  -1                   2                   2                6690                   3                  51                  18                   4                76.9
                2012                   2                   1                   6                   2                   1                  12                   2                   2                  14                   3                   3                   2                   2                  44                   1                  -1                   2                   2                6990                   3                  57                  16                   3                76.9
                2012                   1                   1                   5                   2                   1                  12                   2                   2                  20                   3                   3                   2                   2                  45                   1                  -1                   2                   2                6970                   1                  44                  16                   3                87.0
                2012                   2                   1                   5                   2                   1                   0                   0                   0                  98                   2                  -1                  -1                  -1                  46                   7                  -1                   2                   2                7070                   1                  73                  16                   3                78.0
                2012                   2                   1                   5                   2                   1                   0                   0                   0                  45                   3                   2                   2                   1                  47                   7                  -1                   2                   1                7860                   1                  73                  16                   3                98.9
                2012                   1                   1                   3                   2                   1                  12                   2                   2                  98                   2                   3                   2                   2                  48                   1                  -1                   1                   2                7270                   1                  68                  16                   4                99.4
                2012                   2                   1                   5                   2                   1                  11                   0                   0                   0                   2                   2                   2                   1                  49                   5                  -1                   1                   2                7490                   3                  84                  16                   3                81.4
                2012                   1                   1                   5                   2                   1                  13                   0                   0                   9                   3                   2                   2                   2                  50                   5                  -1                   2                   2                6990                   3                  63                  19                   4                 0.0
                2012                   1                   1                   5                   2                   1                  12                   2                   2                  16                   3                   2                   2                   1                  51                   1                  -1                   2                   1                8570                   3                  57                  16                   3                21.0
                2012                   2                   3                   6                   0                   2                  12                   2                   2                   0                   2                  -1                  -1                  -1                  52                   1                  -1                   2                   2                8190                   1                  42                  16                   3                97.8
                2012                   2                   1                   3                   0                   2                   0                   0                   0                   0                   1                   2                   2                   2                  53                   7                  -1                   2                   2                8190                   1                  45                  20                   4                99.8
                2012                   1                   3                   5                   2                   1                   0                   2                   2                   2                   2                  -1                   2                   1                  54                   1                  -1                   2                   2                7070                   5                  38                  14                   2                78.0
                2012                   1                   1                   5                   2                   1                  12                   2                   2                  18                   3                   3                   2                   2                  55                   1                  -1                   2                   2                8190                   1                  46                  20                   4                85.9
                2012                   2                   3                   4                   0                   2                  13                   0                   0                   0                   1                   3                   2                   2                  56                   6                  -1                   2                   2                8190                   1                  51                  20                   4                 0.0
                2012                   2                   2                   6                   0                   2                  10                   2                   2                   0                   3                  -1                  -1                  -1                  57                   1                  -1                   2                   2                5070                   1                  41                  14                   1                65.5
                2012                   2                   2                   6                   2                   1                   0                   0                   0                   0                   1                  -1                  -1                  -1                  58                   5                  -1                   2                   2                6890                   3                  75                  12                   1                30.7
                2012                   2                   3                   5                   2                   2                   0                   0                   0                   0                   3                  -1                  -1                  -1                  59                   5                  -1                   2                   2                8170                   5                  81                   8                   0                40.8
                2012                   2                   1                   1                   0                   2                   0                   9                   9                   0                   2                  -1                  -1                  -1                  60                   2                  -1                   0                   9                   0                   1                  41                   9                   0                 0.0
                2012                   2                   2                   6                   2                   1                   0                   0                   0                   0                   1                  -1                   2                   1                  61                   5                  -1                   2                   1                8190                   2                  67                  19                   4                97.8
                2012                   1                   2                   2                   5                   1                   0                   0                   0                   0                   2                   1                   2                   2                  62                   5                  -1                   2                   1                7070                   2                  71                  19                   4                22.3
                2012                   1                   3                   3                   0                   2                  98                   2                   2                   0                   3                  -1                  -1                  -1                  63                   1                  -1                   2                   2                4970                   1                  35                   6                   0                33.7
                2012                   2                   2                   6                   2                   1                  12                   2                   2                  42                   3                   3                   2                   2                  64                   1                  -1                   2                   1                7860                   5                  45                  17                   3                94.8
                2012                   2                   2                   4                   2                   2                  13                   0                   0                   0                   1                   2                   2                   1                  65                   7                  -1                   2                   2                9170                   1                  35                  16                   3                92.0
                2012                   2                   2                   4                   2                   1                  13                   0                   0                   0                   3                  -1                  -1                  -1                  66                   6                  -1                   2                   8                9999                   5                  21                  14                   1                 0.0
                2012                   2                   2                   3                   0                   2                  12                   2                   2                   0                   2                  -1                  -1                  -1                  67                   1                  -1                   2                   8                8270                   3                  52                  11                   0                22.3
                2012                   2                   2                   6                   2                   1                  12                   2                   2                   0                   1                   1                   2                   1                  68                   1                  -1                   2                   1                9480                   5                  49                  16                   3                65.3
                2012                   1                   1                   3                   3                   1                  12                   2                   2                   0                   2                   3                   2                   2                  69                   1                  -1                   2                   2                7470                   5                  46                  16                   3                91.1
                2012                   2                   1                   6                   2                   1                  11                   2                   2                   0                   3                  -1                  -1                  -1                  70                   1                  -1                   1                   1                9480                   2                  51                  14                   1                58.8
                2012                   1                   3                   4                   2                   2                  12                   2                   2                   0                   1                   3                   2                   2                  71                   1                  -1                   2                   2                6970                   5                  28                  16                   3                89.4
                2012                   2                   1                   4                   2                   1                   0                   0                   0                   0                   1                   3                   2                   2                  72                   5                  -1                   2                   1                7860                   2                  81                  16                   4                99.0
                2012                   1                   1                   6                   0                   1                  12                   2                   2                  38                   3                  -1                  -1                  -1                  73                   1                  -1                   1                   2                5070                   1                  47                  17                   3                99.4
                2012                   1                   1                   6                   0                   2                  13                   2                   2                   0                   1                  -1                  -1                  -1                  74                   1                  -1                   1                   2                6290                   1                  48                  14                   2                25.4
                2012                   1                   1                   5                   2                   1                  12                   2                   2                   0                   2                   3                   2                   1                  75                   1                  -1                   2                   2                2190                   1                  46                  16                   3                76.9
                2012                   1                   1                   3                   2                   1                   0                   0                   0                   0                   2                  -1                  -1                  -1                  76                   5                  -1                   2                   2                6470                   1                  68                  12                   1                45.4
                2012                   2                   1                   5                   2                   1                  11                   1                   2                  12                   3                   2                   2                   1                  77                   1                  -1                   2                   8                7860                   1                  56                  16                   3                58.8
                2012                   2                   1                   5                   2                   1                   0                   0                   0                   0                   2                  -1                  -1                  -1                  78                   7                  -1                   2                   2                7270                   1                  43                  14                   1                57.6
                2012                   2                   3                   3                   2                   2                   0                   2                   2                   0                   2                  -1                  -1                  -1                  79                   1                  -1                   2                   2                7980                   1                  32                  13                   1                92.9
                2012                   2                   3                   3                   2                   1                   4                   2                   2                   0                   3                  -1                  -1                  -1                  80                   2                  -1                   2                   2                8660                   5                  23                  12                   0                17.3
                2012                   1                   1                   5                   2                   1                   0                   0                   0                   0                   2                  -1                  -1                  -1                  81                   5                  -1                   2                   2                3490                   5                  59                  12                   1                81.3
                2012                   2                   1                   5                   2                   1                  12                   1                   2                   0                   2                   2                   2                   2                  82                   1                  -1                   2                   1                6770                   4                  32                  18                   4                97.5
                2012                   1                   1                   3                   9                   1                  12                   2                   2                   0                   1                   3                   2                   2                  83                   1                  -1                   2                   2                8560                   1                  44                  16                   4                90.9
                2012                   2                   3                   4                   0                   2                  12                   2                   2                   8                   3                   3                   2                   2                  84                   1                  -1                   2                   2                7870                   3                  49                  20                   4                99.1
                2012                   2                   1                   4                   0                   2                  12                   2                   2                   0                   2                  -1                  -1                  -1                  85                   1                  -1                   1                   2                7880                   5                  64                  12                   1                92.0
                2012                   2                   1                   3                   0                   2                  13                   2                   2                  29                   3                  -1                  -1                  -1                  86                   1                  -1                   2                   2                7860                   1                  30                  19                   4                99.1
                2012                   2                   3                   4                   0                   2                  11                   0                   0                   0                   3                  -1                  -1                  -1                  87                   7                  -1                   2                   2                9290                   1                  51                  12                   1                45.4
                2012                   2                   2                   5                   2                   2                  12                   2                   2                   0                   1                  -1                  -1                  -1                  88                   1                  -1                   2                   1                7870                   5                  28                  17                   3                66.9
                2012                   1                   1                   6                   2                   1                  13                   0                   0                   0                   3                  -1                  -1                  -1                  89                   5                  -1                   2                   2                8660                   2                  84                  13                   1                47.5
                2012                   1                   3                   4                   0                   1                  10                   2                   2                   0                   2                  -1                  -1                  -1                  90                   1                  -1                   2                   2                8680                   1                  32                  14                   1                54.2
